starttime,stoptime,start station id,end station id
9/1/15 0:16,9/1/15 0:28,285,531
9/1/15 0:17,9/1/15 0:27,496,439
9/1/15 0:17,9/1/15 0:22,519,228
9/1/15 0:17,9/1/15 0:23,297,507
9/1/15 0:17,9/1/15 0:28,494,368
9/1/15 0:17,9/1/15 0:28,494,368
9/1/15 0:17,9/1/15 0:26,293,487
9/1/15 0:17,9/1/15 0:23,293,497
9/1/15 0:18,9/1/15 0:27,519,448
9/1/15 0:17,9/1/15 0:21,498,492
9/1/15 0:18,9/1/15 0:54,529,401
9/1/15 0:18,9/1/15 0:21,527,476
9/1/15 0:18,9/1/15 0:36,229,444
9/1/15 0:18,9/1/15 0:46,529,401
9/1/15 0:18,9/1/15 0:32,438,494
9/1/15 0:18,9/1/15 0:24,410,251
9/1/15 0:18,9/1/15 0:29,336,152
9/1/15 0:18,9/1/15 0:21,498,492
9/1/15 0:19,9/1/15 0:28,268,410
9/1/15 0:19,9/1/15 0:35,229,444
9/1/15 0:19,9/1/15 0:30,336,152
9/1/15 0:19,9/1/15 0:41,3081,3074
9/1/15 0:19,9/1/15 0:41,3081,3074
9/1/15 0:19,9/1/15 0:24,3055,396
9/1/15 0:19,9/1/15 0:43,430,144
9/1/15 0:20,9/1/15 0:22,3081,3086
9/1/15 0:20,9/1/15 0:36,361,353
9/1/15 0:20,9/1/15 0:26,519,498
9/1/15 0:20,9/1/15 0:27,225,458
9/1/15 0:20,9/1/15 0:23,3112,3104
9/1/15 0:20,9/1/15 0:31,127,326
9/1/15 0:20,9/1/15 0:25,410,361
9/1/15 0:20,9/1/15 0:24,504,2012
9/1/15 0:20,9/1/15 0:28,490,450
9/1/15 0:21,9/1/15 0:27,433,301
9/1/15 0:21,9/1/15 0:59,470,470
9/1/15 0:21,9/1/15 0:27,417,2010
9/1/15 0:21,9/1/15 0:45,332,3002
9/1/15 0:22,9/1/15 0:41,382,350
9/1/15 0:22,9/1/15 0:38,320,511
9/1/15 0:22,9/1/15 0:42,251,225
9/1/15 0:22,9/1/15 0:26,312,350
9/1/15 0:22,9/1/15 0:40,405,250
9/1/15 0:23,9/1/15 0:29,3044,3042
9/1/15 0:23,9/1/15 0:29,3044,3042
9/1/15 0:23,9/1/15 0:34,383,507
9/1/15 0:23,9/1/15 0:38,128,3002
9/1/15 0:23,9/1/15 0:37,405,504
9/1/15 0:23,9/1/15 0:35,519,2022
9/1/15 0:24,9/1/15 0:34,526,479
9/1/15 0:25,9/1/15 0:45,519,329
9/1/15 0:25,9/1/15 0:38,494,377
9/1/15 0:25,9/1/15 0:31,503,470
9/1/15 0:25,9/1/15 0:32,257,152
9/1/15 0:25,9/1/15 0:30,352,385
9/1/15 0:25,9/1/15 0:43,128,489
9/1/15 0:25,9/1/15 0:57,417,422
9/1/15 0:26,9/1/15 0:33,507,167
9/1/15 0:26,9/1/15 0:32,470,491
9/1/15 0:26,9/1/15 0:32,433,393
9/1/15 0:26,9/1/15 0:38,527,297
9/1/15 0:26,9/1/15 0:31,426,3002
9/1/15 0:27,9/1/15 0:32,489,489
9/1/15 0:27,9/1/15 0:35,527,402
9/1/15 0:27,9/1/15 0:35,527,402
9/1/15 0:27,9/1/15 0:33,531,356
9/1/15 0:27,9/1/15 0:30,492,446
9/1/15 0:28,9/1/15 0:33,510,480
9/1/15 0:28,9/1/15 0:35,512,116
9/1/15 0:28,9/1/15 0:33,489,434
9/1/15 0:28,9/1/15 0:47,494,433
